id, x, y, freq, label
1338, -30.427076, -3.945847, 34, celebration
1339, -44.849514, -15.084386, 26, blue
1340, -44.044529, -23.445009, 34, legislation
1341, -43.728767, -3.914508, 36, gets
1342, -43.928524, -11.122519, 34, plot
1343, -44.018158, -18.526810, 36, necessary
1344, -20.972849, 13.538095, 36, chorus
1345, -22.726095, -5.625509, 36, drew
1346, -20.947277, -16.847137, 36, remember
1347, -31.217697, -11.537833, 36, autobiography
1348, -39.166039, -20.943048, 34, understanding
1349, -41.143951, -1.446582, 34, deaderick
1350, -26.668175, -10.103607, 36, dan
1351, -38.678791, -12.806852, 34, seventeen
1352, -30.236303, -13.596704, 34, epidemic
1353, -35.435101, -19.766508, 36, discussed
1354, -30.297459, -19.243011, 36, thousands
1355, -21.993212, -16.513189, 36, ignored
1356, -62.903553, 2.585820, 26, paxman
1357, -31.469975, -15.253279, 34, failed
1358, -42.737526, -17.519535, 36, planning
1359, -33.420773, -10.519446, 36, arrest
1360, -22.051027, -10.690709, 34, blocks
1361, -41.626858, -14.500338, 36, reputation
1362, -49.688599, -13.369646, 36, testing
1363, -35.559845, 0.754825, 34, editor
1364, -26.835211, -8.261291, 36, initial
1365, -23.099960, 16.373535, 48, mayors
1366, -43.719082, -12.343372, 34, television
1367, -42.430973, -21.526546, 36, teenagers
1368, -47.490631, -20.733990, 30, cultural
1369, -60.708965, -11.193809, 36, emotional
1370, -20.287220, -13.029154, 36, hear
1371, -48.541676, -15.642197, 32, lay
1372, -19.537796, -19.457624, 36, grew
1373, -28.683170, -4.161266, 36, emerged
1374, -13.815328, 4.451596, 36, employment
1375, 4.590766, 29.267391, 36, headline
1376, 5.245856, 30.321255, 36, susan
1377, -45.293102, -22.843849, 36, intended
1378, -48.228497, -11.871548, 34, band
1379, -23.914913, -11.516138, 36, spot
1380, -10.910619, -15.267333, 36, notion
1381, -47.949989, -12.446260, 36, parking
1382, -48.856995, -18.953671, 36, romantic
1383, -32.412415, -15.731445, 36, situation
1384, -36.112366, -6.380603, 36, oregon
1385, -52.967876, -1.927182, 36, ann
1386, -45.376572, -17.145704, 34, easy
1387, -28.271328, -19.993273, 36, alone
1388, -46.814297, -4.256444, 36, gary
1389, -18.884245, 6.103354, 36, territory
1390, -29.789804, -13.412029, 22, sartain
1391, -14.914933, -4.895602, 36, hospice
1392, -38.384541, -9.268954, 34, circuit
1393, -46.103214, -16.856585, 36, insider
1394, -13.396751, -13.482815, 36, tension
1395, -47.451176, -22.711645, 34, culture
1396, -20.811844, -13.125329, 36, session
1397, -25.696789, -7.159404, 36, fears
1398, -40.032116, -2.026407, 26, l
1399, -53.382309, -8.520315, 36, initially
1400, -46.607243, -7.246068, 36, section
1401, -35.842617, -20.143908, 28, level
1402, -42.124866, -13.342410, 34, feels
1403, -22.922285, -15.717934, 34, challenged
1404, -32.668339, -14.074745, 34, denounced
1405, -33.498421, -16.221416, 34, hit
1406, -49.684803, -4.979881, 30, jury
1407, -45.845242, -17.608002, 34, promise
1408, -42.507904, -12.865680, 28, snedigar
1409, -13.170265, -9.462205, 30, friendly
1410, -23.145739, -2.237542, 34, saturday
1411, -41.179783, -2.266573, 34, wayne
1412, -43.643787, -9.856391, 34, hanson
1413, -45.933434, -18.425634, 34, singing
1414, -17.624872, 19.654726, 32, wilson
1415, -44.345963, -9.230901, 32, files
1416, -35.419571, -19.717632, 34, basis
1417, -31.578598, -18.303152, 32, property
1418, -26.708052, -21.003952, 34, girl
1419, -9.275720, 5.554142, 34, welcome
1420, -17.768528, -17.134657, 34, easily
1421, -50.961254, -10.739255, 30, market
1422, -39.947769, -11.796654, 32, psychiatrist
1423, -19.688725, -2.669882, 34, complained
1424, -29.062759, -4.712098, 34, signs
1425, -47.042480, -6.312304, 32, release
1426, -30.415928, -21.119532, 34, seek
1427, -32.122829, -8.368738, 28, award
1428, -33.538944, -11.217102, 30, moore
1429, -48.548779, -12.393615, 34, gold
1430, -36.209686, -8.131263, 34, overturn
1431, -40.543983, -14.605448, 18, watch
1432, -24.086775, -4.537003, 30, largest
1433, -48.870594, -13.352415, 34, usual
1434, -45.487293, -11.987037, 34, pursued
1435, -61.423443, 1.588802, 32, vanderveer
1436, -46.539326, -13.292315, 34, leaving
1437, -37.280281, -6.634489, 32, favor
1438, -20.856119, 13.248771, 34, editorial
1439, -53.136345, -4.922814, 22, patient
1440, -32.117165, -16.813433, 34, desire
1441, -53.081226, -0.748857, 34, stores
1442, -22.966282, 16.240280, 34, daily
1443, -28.421110, -5.489741, 12, oriented
1444, -36.819714, -14.702048, 30, residents
1445, -44.459103, -2.940558, 34, jerry
1446, -9.864178, 6.334122, 34, leadership
1447, -11.009888, -11.945539, 34, relations
1448, -53.739998, -2.255489, 30, wagner
1449, -62.559761, -6.807939, 34, physical
1450, -38.997967, -16.296757, 30, playing
1451, -18.657724, 6.133733, 44, centers
1452, -29.007771, -19.957563, 32, model
1453, -42.150684, -17.921143, 14, cross
1454, -16.517561, -15.741804, 34, happen
1455, -10.540308, 0.316123, 34, assigned
1456, -18.488491, -19.689789, 34, limited
1457, -20.677439, 12.987457, 34, rally
1458, -11.753776, -6.507449, 26, teen
1459, -24.098625, -6.439543, 30, sin
1460, -19.104424, -19.544485, 34, knoll
1461, -43.733082, -8.819581, 32, elite
1462, -16.553291, 29.895800, 34, anyway
1463, -43.685989, -2.197701, 34, arts
1464, -35.155293, -15.372204, 32, commercial
1465, -36.662407, -14.399876, 34, site
1466, -32.462299, -11.275352, 32, rodney
1467, -1.696709, 18.345438, 32, institutions
1468, -46.315384, -19.208023, 34, otherwise
1469, -39.304863, -15.867377, 28, standing
1470, -18.939766, -16.875389, 32, adults
1471, -19.896893, -19.208147, 30, speaking
1472, -43.010300, -11.638244, 34, inter
1473, -40.895287, -1.478676, 34, sam
1474, -44.121147, -21.377750, 34, specifically
1475, -38.496727, -17.229881, 34, loved
1476, -38.992493, -16.205818, 34, caught
1477, -37.878025, -9.489161, 30, prosecution
1478, -31.527451, -21.288574, 30, views
1479, -26.089893, -19.698130, 30, drinking
1480, -47.063107, -7.593699, 32, star
1481, -25.830914, -12.607712, 32, nick
1482, -51.707340, -7.951284, 32, definition
1483, -47.046562, -7.199979, 32, posted
1484, -46.200928, -8.228502, 32, lawrence
1485, -15.054951, 5.090097, 32, omnibus
1486, -30.301006, -19.208500, 32, roles
1487, -39.593212, -16.716513, 30, means
1488, -39.839798, -15.506769, 32, bought
1489, -12.812892, 18.578573, 32, active
1490, -15.727626, -16.760271, 30, recognized
1491, -42.926468, 4.610708, 32, mayhew
1492, -44.841156, -15.982722, 30, cure
1493, -27.456072, -12.965434, 32, proposal
1494, -32.291454, -8.602451, 32, richards
1495, -48.778339, -11.426870, 32, sisters
1496, -37.625069, -21.598192, 18, counter
1497, -39.620083, -15.795521, 30, doctor
1498, 2.241438, 9.478068, 22, sixteen
1499, -16.911280, -9.077911, 28, ryan
1500, -44.831074, -16.827835, 30, water
1501, -27.259777, -19.510441, 32, enjoyed
1502, -32.376038, -19.919409, 28, angry
1503, -28.783270, -10.365146, 32, gouterman
1504, -16.145647, -0.626935, 32, wyman
1505, -14.541181, 5.516468, 22, nation
1506, -15.004064, -5.861999, 32, subsequent
1507, -15.967374, -17.940468, 32, protected
1508, -57.822945, -6.732594, 32, acting
1509, -30.377264, -8.064781, 32, activities
1510, -28.064932, -5.171390, 32, events
1511, -5.796323, 11.257866, 32, wait
1512, -6.880843, -9.026204, 32, reach
1513, -16.748333, 17.747820, 20, owned
1514, -0.328237, -1.206819, 30, eighteen
1515, -25.561459, -15.312707, 20, n
1516, -57.474304, -6.879996, 32, movie
1517, -16.270817, 16.480408, 28, clerk
1518, -44.587677, -3.468764, 26, smith
1519, -15.607600, 6.563791, 32, protecting
1520, 0.382880, 18.996567, 32, campus
1521, -37.589565, -11.006996, 32, waiting
1522, -9.827073, 14.807419, 32, rent
1523, -9.599333, -8.155945, 32, apartment
1524, -13.503963, -13.519688, 30, controlled
1525, -26.206593, -12.859650, 32, mem
1526, -26.899246, -5.484349, 32, similarly
1527, -17.572378, 16.668367, 32, printed
1528, -15.702676, -11.187369, 32, poot
1529, -25.720255, -8.601379, 28, basement
1530, -22.823833, -20.840517, 32, shared
1531, -16.154474, -12.957705, 32, picked
1532, -49.159725, -7.605729, 32, ken
1533, -28.435503, -12.820934, 32, presented
1534, -7.056950, -11.839256, 32, figured
1535, -20.323555, -3.540718, 32, exposed
1536, -12.314375, -8.496202, 32, queens
1537, -39.335178, -10.827312, 32, lobotomies
1538, -6.938318, -3.277997, 32, opening
1539, -9.800174, -1.764007, 26, simpson
1540, -44.715015, -20.605877, 32, split
1541, -13.069484, -7.828877, 32, agent
1542, -27.590820, -8.134193, 32, crackdown
1543, -35.172424, -17.749252, 32, politicians
1544, -27.442966, -11.590608, 32, ordinances
1545, -22.469902, -12.657706, 32, witness
1546, -12.583847, -11.676538, 32, results
1547, -24.830936, 6.429035, 32, appeals
1548, -22.703815, -19.329691, 32, chosen
1549, -6.861508, -8.857905, 32, drink
1550, -26.143047, -16.330450, 32, art
1551, -22.098738, -3.323204, 32, raymond
1552, -24.244785, -21.896259, 32, communities
1553, -45.653484, -7.074697, 32, arthur
1554, -11.284847, 6.570111, 32, promote
1555, -46.068462, -15.797007, 32, nature
1556, -51.512150, -11.077889, 32, ical
1557, -32.580475, -13.871373, 32, commitment
1558, -48.530056, -15.445333, 30, mouth
1559, -59.230488, -8.442610, 32, setting
1560, -46.035484, -15.718599, 32, adding
1561, -19.782740, -6.275626, 32, knowing
1562, -18.218397, -17.034424, 32, consensual
1563, -27.678387, -19.567997, 22, except
1564, -24.547367, -4.390979, 32, spoke
1565, -40.712097, -20.212358, 28, america
1566, -47.029480, -12.424148, 30, perry
1567, -42.161163, -12.866148, 32, wall
1568, 0.643884, 8.402808, 32, ensure
1569, -19.115927, -11.174154, 32, lawyer
1570, -25.036356, -1.965218, 32, protests
1571, -46.039410, -14.981721, 30, insisted
1572, -17.000664, -10.222195, 32, somewhat
1573, -27.477961, -5.274757, 32, bathhouse
1574, -14.981933, -0.664878, 32, arrival
1575, -30.087822, -19.204180, 32, ter
1576, -5.997450, 21.334976, 30, insiders
1577, -27.513887, -11.378424, 32, portland
1578, -25.965483, -19.656040, 32, wearing
1579, -20.864449, -1.882715, 26, royer
1580, -0.700445, 2.900809, 32, sergeant
1581, -21.254232, -8.925168, 32, development
1582, -32.537220, -15.940628, 32, heart
1583, -42.570354, -18.632425, 32, behaviors
1584, -18.609907, 4.012558, 30, goal
1585, -4.907192, 11.430753, 30, happy
1586, -12.760416, -15.380630, 30, posed
1587, -20.910292, -13.597657, 26, wide
1588, -20.472343, -8.641275, 28, keeping
1589, -22.428841, -13.732677, 28, lawsuit
1590, -43.743690, -17.913458, 30, normal
1591, -4.153120, 3.068752, 28, scene
1592, -15.334949, -9.886451, 30, tables
1593, -25.388676, -19.586197, 30, gambling
1594, -23.694618, -17.348082, 28, status
1595, -19.347813, 14.821495, 28, gsba
1596, -26.438345, -5.300521, 2, ering
1597, -46.056534, -4.662381, 0, html
1598, -33.472507, -11.196808, 28, policeman
1599, -52.030994, -7.968137, 26, domestic
1600, -12.093701, -14.940815, 28, wat
1601, -47.223412, -7.593297, 24, gray
1602, -17.236647, 14.668109, 30, criticism
1603, -39.207626, -20.539551, 30, responsible
1604, -9.391887, -9.531184, 30, die
1605, -11.299866, 11.865274, 30, serious
1606, -18.686523, -9.792297, 30, testify
1607, -30.567423, -4.250442, 30, jane
1608, -14.908278, 30.258982, 30, maybe
1609, -31.121956, -16.489954, 30, passion
1610, -8.848659, 2.632019, 30, position
1611, -9.190460, -2.823295, 30, mr
1612, -11.543007, -3.034969, 30, newspapers
1613, -18.676102, -11.962110, 28, dolejsi
1614, -17.548225, 13.088705, 30, steve
1615, -45.961739, -20.788956, 30, allowing
1616, -21.160683, -12.333888, 30, convicted
1617, -12.151642, -14.938698, 30, closeted
1618, -34.967442, -17.764885, 30, oppose
1619, -27.391726, -12.783028, 30, campaigns
1620, -16.445572, -6.043160, 26, ahead
1621, -17.508207, 19.504663, 30, monastery
1622, -10.420834, -14.194885, 30, younger
1623, -27.688971, -17.353680, 30, pain
1624, -22.927124, -19.665579, 28, beyond
1625, -13.043982, 1.970272, 28, mission
1626, -18.428825, 4.918562, 34, areas
1627, -15.400565, -6.302382, 30, custody
1628, -16.052212, -6.516268, 30, growing
1629, -5.484664, 17.906536, 30, retain
1630, -38.198238, -9.295764, 30, ninth
1631, -15.287852, 3.600539, 30, supporters
1632, -25.879061, -3.563065, 30, today
1633, -29.524563, -4.433019, 30, address
1634, -44.384396, -16.156950, 30, simple
1635, -37.206181, -0.005372, 30, collection
1636, -48.078430, -13.212703, 30, wore
1637, -29.712130, -14.214644, 30, request
1638, -10.468441, -14.070791, 30, bring
1639, -22.657883, -5.961415, 28, rise
1640, -27.194279, -18.375771, 30, regular
1641, -7.657948, -8.940300, 28, clothing
1642, -16.160782, 12.407343, 28, herak
1643, -47.178421, -19.737341, 30, par
1644, 28.540859, 31.666908, 0, orts
1645, -20.269043, -9.517277, 30, entered
1646, -21.499882, -2.381938, 28, braman
1647, -20.523893, -13.117937, 30, spokane
1648, -11.622680, 0.715820, 30, assistant
1649, -1.234372, 3.189906, 22, hell
1650, -29.715113, -12.799849, 24, lowry
1651, -16.240990, 1.099633, 30, prohibition
1652, -36.604088, -6.212990, 30, supporting
1653, -13.774412, 1.128476, 30, elected
1654, -16.212503, 19.464979, 30, appointment
1655, -11.518087, 5.542794, 30, ritual
1656, -14.095608, 12.465870, 30, lose
1657, -15.113642, -7.608704, 30, managed
1658, -22.999607, -8.840673, 28, chamber
1659, -20.123211, -6.254292, 30, confrontation
1660, -12.406607, 7.775419, 26, sponsored
1661, -21.394617, -12.670522, 28, dry
1662, -1.967991, 4.827977, 0, er
1663, -20.927181, -13.772028, 28, reforms
1664, -31.092829, -7.832318, 30, studied
1665, -15.751928, -9.544631, 30, sitting
1666, -15.327915, -9.666933, 28, ground
1667, -16.736992, -11.391347, 30, operation
1668, -27.586084, -12.546122, 30, labor
1669, -7.707448, -12.044137, 30, possibly
1670, -13.501335, -7.004725, 30, lover
1671, -12.996985, -15.097122, 30, defined
1672, -17.877205, -12.304995, 30, complete
1673, -27.756315, -17.037445, 30, approaches
1674, -23.655174, -13.917390, 30, manager
1675, -46.425323, -14.437822, 30, base
1676, 13.908056, 39.133984, 28, surprisingly
1677, 2.223210, 12.716441, 28, ruling
1678, -19.248777, 14.089332, 28, clinic
1679, -43.437782, -10.556989, 24, hunt
1680, -2.771353, 7.131005, 28, actor
1681, -11.765320, -3.869883, 28, ballot
1682, -8.999843, -8.390982, 26, azt
1683, -21.600243, -13.440723, 24, republican
1684, -7.930108, -4.150201, 28, replaced
1685, -22.006083, -15.567962, 28, chance
1686, -12.728705, 4.100730, 28, push
1687, -29.707079, -15.805357, 26, hart
1688, -13.336285, 0.381743, 28, research
1689, -33.068768, -11.298051, 26, gallery
1690, -1.527807, 1.673764, 28, watson
1691, -27.374462, -3.584803, 28, promoting
1692, -7.752129, -9.167338, 26, accepted
1693, -14.426256, -7.181175, 28, teenager
1694, -11.915853, 10.850177, 26, mention
1695, -31.717199, -19.159401, 28, structure
1696, -7.364270, 14.688617, 30, ministers
1697, -23.356619, -11.394005, 20, roe
1698, -18.963652, -13.684419, 26, psychiatry
1699, -12.538798, 5.156330, 28, gain
1700, -18.096752, 16.356985, 28, dies
1701, -27.747467, -13.306869, 28, leather
1702, -15.372825, 1.556924, 28, secure
1703, -15.969224, 30.412403, 28, respectability
1704, -8.621960, 6.154313, 28, serve
1705, -12.374241, -4.719490, 28, trouble
1706, -27.836802, -12.504826, 28, produced
1707, -26.934250, -13.090004, 28, due
1708, -8.754713, 6.140892, 28, appear
1709, -33.362465, -11.492079, 28, policemen
1710, -30.343609, -7.280043, 4, boyle
1711, 0.821886, 14.394779, 28, inspectors
1712, -12.864314, 6.422536, 26, prejudice
1713, -10.564301, 14.483785, 28, panic
1714, -21.801424, -16.081652, 26, serving
1715, -13.204387, -14.881721, 28, oppression
1716, 0.459865, 18.866236, 28, chicago
1717, -32.687298, -14.468075, 28, coun
1718, -16.106300, -4.398302, 28, result
1719, -15.858362, 13.546345, 28, declaration
1720, -20.854435, -8.885141, 30, chapters
1721, -12.892765, 42.639717, 26, born
1722, -18.057409, 30.890076, 28, marry
1723, -9.580348, -2.489852, 28, allen
1724, -2.810580, 6.877728, 26, petitions
1725, -19.050085, 4.520960, 28, identities
1726, -11.041829, -5.373251, 28, typical
1727, -17.186773, -3.018275, 30, madeleine
1728, -44.230835, -10.255491, 28, sterling
1729, -1.174722, 27.477793, 28, influence
1730, -5.530662, 13.857447, 28, busy
1731, -37.588474, -21.377069, 28, arrests
1732, -9.887494, 6.367227, 28, hoped
1733, -3.180846, 11.285509, 28, shortly
1734, -9.825645, -4.562501, 28, feeling
1735, -6.742551, 9.518464, 28, drama
1736, -10.410780, 22.693975, 28, remain
1737, -42.329811, -13.169453, 26, blair
1738, -9.618525, 1.929123, 26, institute
1739, -31.093323, -8.506439, 28, dennis
1740, -43.428696, -18.686104, 26, imagination
1741, -13.286079, 43.278473, 28, miles
1742, -16.847229, -8.932215, 26, secret
1743, -46.555595, -8.975083, 26, northern
1744, -13.535461, 29.139912, 26, discussion
1745, -25.944792, -7.268934, 24, healthy
1746, -3.639478, 11.126474, 24, fourth
1747, -4.341595, 14.390320, 28, deneal
1748, -9.280672, 34.142681, 28, text
1749, -9.556736, 1.895250, 26, agency
1750, -13.899591, 5.603488, 28, launch
1751, -9.240129, -11.876219, 28, asserted
1752, -11.694381, -7.891923, 28, cabaret
1753, -11.519855, 18.768324, 28, agencies
1754, -10.890728, 13.446588, 28, meanwhile
1755, -2.287986, 14.387497, 28, cook
1756, -11.148663, 4.098764, 28, none
1757, -15.428288, -8.649279, 26, pictures
1758, -24.691610, -4.162176, 28, initiatives
1759, -15.136500, 31.075539, 22, scenes
1760, -4.874896, -7.052970, 28, challenging
1761, -15.598722, 6.582778, 28, protections
1762, -27.046249, -14.615206, 28, shown
1763, -12.531674, 0.580921, 28, mormon
1764, -24.536798, -19.275995, 28, unable
1765, -12.520882, 12.739300, 28, theme
1766, -33.542355, -17.031746, 26, knowledge
1767, -19.492651, -13.500305, 28, respect
1768, -32.595352, -19.258604, 26, americans
1769, -13.589504, 12.614719, 18, r
1770, 1.334620, 4.322587, 2, cult
1771, -4.815745, -4.178374, 28, watched
1772, -29.582478, -9.164742, 26, chain
1773, -10.806359, 0.532730, 22, asylum
1774, 5.046035, 29.184488, 22, pastor
1775, -25.052902, -14.050101, 28, patrol
1776, -4.345849, 4.284392, 28, interested
1777, -9.684736, -9.034463, 16, sixty
1778, -0.294452, -1.379049, 28, twelve
1779, -16.847498, -8.024766, 24, card
1780, -15.764636, -15.197278, 28, actively
1781, -29.758360, -15.676854, 28, training
1782, -20.511660, 12.874395, 16, kiro
1783, -29.379877, -17.499802, 28, encouraged
1784, -30.147226, -14.797395, 28, assault
1785, -28.839237, -12.474356, 24, ban
1786, -16.022179, -16.679089, 28, treated
1787, -22.932083, -2.163796, 26, pittsburgh
1788, -15.007278, -1.326850, 32, hospitals
1789, -14.890022, 17.502468, 28, diocese
1790, -5.222220, 3.635842, 26, miss
1791, -14.037395, -12.223470, 26, originally
1792, -24.902712, -16.424225, 24, direction
1793, -20.482170, -16.128031, 26, compared
1794, -1.190348, 3.834499, 26, surprise
1795, -14.053191, 37.990871, 26, send
1796, -8.820634, 39.253891, 24, importantly
1797, -13.738569, -7.817736, 26, angrily
1798, -15.194611, -0.548729, 26, contained
1799, -29.883350, -17.847429, 24, christians
1800, -24.830339, 6.434026, 26, appearances
1801, -3.043112, 35.741379, 26, attending
1802, -12.721068, 1.831755, 24, allies
1803, -5.724710, -1.288903, 24, doubt
1804, -17.778734, 15.054220, 26, karen
1805, -2.211408, 4.421683, 26, drugs
1806, -15.542583, 6.522368, 26, basic
1807, -28.767729, -16.219971, 26, deep
1808, -17.847120, 13.264814, 26, bakan
1809, -24.827843, 6.438912, 26, docket
1810, -16.672070, 35.234489, 24, add
1811, -2.570387, 0.280881, 22, anybody
1812, -33.738773, -16.627659, 26, emotions
1813, -2.652219, -0.213148, 24, elwonger
1814, -4.195276, 38.388023, 26, hurt
1815, -4.412815, -3.799019, 26, thinking
1816, -24.668077, -14.243760, 22, helgerson
1817, -22.862240, -20.217369, 24, character
1818, -25.526579, -17.577755, 26, beautiful
1819, -18.182011, -7.101523, 22, file
1820, -9.184838, 12.965396, 26, steps
1821, -9.937312, 20.287977, 26, beliefs
1822, -11.970920, 4.589393, 26, complaints
1823, 3.521192, 39.544998, 26, defeated
1824, -4.642840, 1.441032, 26, demand
1825, -9.555975, -6.530112, 24, fighting
1826, -10.785439, -8.367710, 26, extra
1827, -38.622719, -3.228667, 26, mail
1828, -12.013827, -0.371777, 26, morgan
1829, -16.042339, 19.815237, 24, warning
1830, -19.867630, -4.482767, 26, friday
1831, -1.395350, 4.843308, 26, expected
1832, -8.409884, -6.709696, 0, ord
1833, -11.665007, -3.925144, 26, critical
1834, -7.461963, -11.979975, 26, outcasts
1835, -9.681539, -11.491695, 26, questioning
1836, -9.580902, -1.687677, 26, handsfield
1837, -11.600945, -12.341506, 26, purpose
1838, -11.607800, -13.076764, 24, unlike
1839, -7.951272, 41.534382, 26, race
1840, -9.855702, -1.114255, 24, ferguson
1841, -3.739621, -7.179379, 26, forms
1842, 4.035084, 40.631023, 26, packed
1843, -8.237947, 0.536209, 26, sion
1844, -1.561932, 5.061159, 26, grow
1845, -13.935399, -7.038697, 26, replied
1846, -1.167395, 54.502132, 26, decide
1847, -12.286636, -11.108417, 26, approved
1848, -5.758855, 7.190271, 24, lovers
1849, -39.059040, -11.107129, 22, franseen
1850, -6.434059, -6.204557, 26, clearly
1851, -3.465098, 3.646570, 18, deshong
1852, -2.550192, 13.105455, 26, explain
1853, -1.449679, 6.628062, 26, images
1854, -9.355000, -8.775667, 16, foot
1855, -16.592815, -16.302727, 26, rejected
1856, -16.555399, 0.768753, 24, degree
1857, -9.603817, -5.065981, 26, intent
1858, 0.392782, 13.940020, 24, punishment
1859, -31.836363, -2.628534, 26, ruth
1860, -6.012677, 35.479122, 26, elsewhere
1861, -18.788139, -6.380644, 26, appears
1862, -17.338274, -13.718191, 26, hiring
1863, -28.439386, -22.345465, 26, danced
1864, -20.679001, -1.408096, 26, anita
1865, -4.657339, -3.299415, 26, staircase
1866, -18.901300, -13.205114, 18, horowitz
1867, -19.751255, -10.366896, 26, eyes
1868, -20.419865, 16.241625, 26, industry
1869, -19.825706, -4.499694, 26, malcolm
1870, 4.500328, 30.415569, 24, g
1871, 2.134858, 9.511641, 24, sentenced
1872, -15.585085, 3.764132, 26, turner
1873, -17.926292, 13.330205, 26, ad
1874, -5.656175, -6.564974, 24, illness
1875, -15.464610, 17.603806, 26, controversy
1876, -15.827489, -16.591589, 26, engage
1877, -11.547984, 16.782005, 26, largely
1878, -12.223004, 2.364906, 22, variety
1879, -20.130951, -4.032889, 24, wright
1880, -14.523655, -3.202055, 26, quest
1881, -12.956116, 23.993223, 26, color
1882, -15.459617, -15.254876, 26, manner
1883, -8.353638, -6.605712, 26, escape
1884, -3.481612, -4.555266, 26, engaged
1885, -29.922070, -18.652706, 26, ordinary
1886, -21.531397, -15.952291, 18, pre
1887, -4.839060, 0.923038, 26, safety
1888, -2.596530, 4.815253, 26, treat
1889, -13.312805, -8.536357, 26, carlson
1890, -15.260491, -1.847113, 26, liberal
1891, -13.223125, 6.116112, 26, addressed
1892, -11.022773, 19.910795, 26, rituals
1893, -12.968714, -0.763151, 26, historian
1894, 2.935832, 14.491020, 26, passage
1895, 5.674119, 30.804792, 26, wes
1896, -28.181671, -4.620744, 26, busi
1897, -3.050133, 16.472988, 26, norman
1898, -13.825702, -9.166713, 26, ness
1899, -31.088989, -8.814873, 26, acquired
1900, -14.189466, 20.085512, 26, celebrate
1901, 4.200529, 30.227802, 24, mcc
1902, -24.177034, -4.643588, 22, therapy
1903, -19.234133, -13.329494, 26, putting
1904, -22.949617, -8.907572, 26, edge
1905, -7.156165, -8.914711, 26, practice
1906, -18.524027, -10.041251, 12, dollar
1907, -23.261747, -14.061900, 24, brunson
1908, -11.136040, 16.153936, 22, ate
1909, -46.321533, -14.831904, 22, indi
1910, -11.858953, 15.214427, 22, lieberman
1911, -25.245665, -2.414728, 24, drive
1912, -18.020401, 6.748767, 26, bian
1913, -12.573034, 10.346789, 24, daughter
1914, -19.944721, 16.756077, 24, theatre
1915, -17.845196, -5.777164, 26, senators
1916, -9.171952, 9.804749, 26, moving
1917, -13.687647, -7.747008, 26, doors
1918, -16.349457, 34.885277, 24, applied
1919, 0.347346, 14.174694, 24, dismissed
1920, -6.511474, 20.908792, 24, bians
1921, -10.180637, -6.697981, 24, answered
1922, -18.606607, 14.256722, 22, plans
1923, -29.198774, -8.756330, 24, lois
1924, -28.087814, -16.150553, 24, deeply
1925, -24.896482, -17.885208, 24, window
1926, -3.286398, 39.164928, 24, wood
1927, -14.729118, -1.631745, 28, neighborhoods
1928, -2.059278, 0.169157, 24, rooms
1929, -12.873013, 18.953213, 24, targeted
1930, -5.571846, 1.535269, 24, coast
1931, -14.522911, 40.808826, 24, listened
1932, -43.198799, -10.384521, 22, greg
1933, -24.599169, -17.021746, 24, wife
1934, -4.903611, 16.880152, 24, jeanette
1935, -10.479921, -8.118572, 24, dress
1936, -9.568863, 34.968658, 24, crisis
1937, -14.373384, 29.331738, 24, tually
1938, -7.351821, 4.797720, 22, subject
1939, -6.699621, 4.514458, 24, weapon
1940, -26.919500, -4.176601, 24, grassroots
1941, -10.968687, -0.110952, 24, sandra
1942, -0.029947, 14.979187, 24, acted
1943, -3.592762, 36.764389, 22, lunch
1944, -6.493630, 12.532013, 42, prosecutors
1945, -14.219174, -0.904962, 20, trained
1946, -8.989866, 37.947704, 24, gradually
1947, -19.390955, 14.094186, 24, bruce
1948, -11.620868, -15.394702, 24, importance
1949, -9.567314, 1.017203, 22, station
1950, 11.340775, 43.391590, 24, discriminated
1951, -33.087734, -17.516228, 24, tended
1952, -10.462607, 25.256939, 16, date
1953, -12.537457, 4.999108, 24, gather
1954, -6.707320, 53.114624, 0, davit
1955, 7.260634, 40.866089, 24, happening
1956, -6.493699, 5.961851, 32, ments
1957, 4.198340, 56.545624, 24, truly
1958, -3.069438, 7.682709, 22, operated
1959, -8.211732, 6.791655, 24, occurring
1960, -24.059814, -21.791790, 22, value
1961, -16.889938, 16.663153, 20, ross
1962, -18.026489, 11.062490, 24, smaller
1963, -3.948649, 4.427764, 24, enter
1964, -24.625137, -14.269917, 24, recent
1965, -2.950275, -1.307010, 24, repeated
1966, -6.075881, -0.768298, 24, bookstore
1967, -10.994978, 29.202385, 24, mineo
1968, -10.025556, -3.875414, 22, sort
1969, -14.213065, 43.793911, 20, fourteen
1970, -5.393887, -2.086550, 28, buildings
1971, -19.256853, -7.891055, 24, losing
1972, -25.876799, -16.587606, 22, modern
1973, -30.812199, -13.163630, 0, je
1974, -8.833288, 0.750121, 24, transorbital
1975, -4.577793, 35.987495, 24, break
1976, -3.682153, 14.972411, 24, account
1977, -22.994169, -9.349792, 26, nuns
1978, 26.571697, 6.152350, 24, rhay
1979, -10.234165, 7.901237, 24, promoted
1980, -9.384516, -11.768644, 24, decisions
1981, -16.692686, 31.467506, 24, reasons
1982, -7.412888, 28.210880, 24, cash
1983, -14.664291, -6.315003, 24, nights
1984, -5.628817, 52.036037, 20, nineteen
1985, -11.861925, 4.673693, 24, successfully
1986, -16.375666, 18.128689, 24, revealed
1987, -6.426986, 20.935200, 24, isolated
1988, -16.813929, -13.014940, 24, ber
